Review_Model,Competitor_Flag,HP_Class,Segment,Retailer,Comp_Model,Review_Date,Review_Name,Review_Rating,Review_Rating_Label,Review_Title,Review_Content,Seeding_Flag,Verified_Purchase_Flag,Promotion_Flag,Aggregation_Flag,People_Find_Helpful,Syndicated_Source,Response_Date,Response_Text,Response_Name,URL,Scraping_Date,Country,Orginal_Title,Orginal Title
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-04-06,,5,4-5-star,It makes me happy.,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-07-11,,5,4-5-star,Double what I was promised.,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-06-21,,5,4-5-star,nice compact printer. easy to use.,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-09-01,,4,4-5-star,Nice but,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-06-07,,4,4-5-star,"Good printer, DIFFICULT install",,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-05-25,,3,1-2-3-star,Blocked???,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-09-11,,3,1-2-3-star,HP Envy,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-09-19,,3,1-2-3-star,Comparisons,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-07-15,,2,1-2-3-star,**BUYER BEWARE ** Loses connection all the time **,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-09-12,,1,1-2-3-star,Do not buy,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=1,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-11-13,,1,1-2-3-star,Does not print color,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-09-11,,1,1-2-3-star,,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-07-16,,1,1-2-3-star,Not Like it Used to Be,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-07-27,,1,1-2-3-star,Worst Product,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-08-21,,5,4-5-star,Easy to use,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-08-20,,4,4-5-star,Works good for small projects,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-07-26,,1,1-2-3-star,crap,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-04-04,,1,1-2-3-star,Scanner doesn't work,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-04-16,,1,1-2-3-star,DO NOT WASTE YOUR MONEY/TIME,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-05-12,,1,1-2-3-star,Do not buy!,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=2,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-05-02,,2,1-2-3-star,Buyer Beware,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-05-21,,3,1-2-3-star,Printer looks good,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-05-11,,5,4-5-star,Nice to have a printer again,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-05-05,,4,4-5-star,Walmart vs Amazon,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-01-27,,5,4-5-star,Great printer,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-08-24,,3,1-2-3-star,Settings ON the Printer,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-04-10,,3,1-2-3-star,No bonus instant ink,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-06-06,,5,4-5-star,I Recommend,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-03-25,,3,1-2-3-star,Paid for installation help. Never got it.,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-08-16,,2,1-2-3-star,"Very basic, review control panel.",,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=3,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-06-22,,1,1-2-3-star,I do not like this printer. I want to return it.,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-08-16,,2,1-2-3-star,"Very basic, review control panel.",,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2021-06-10,,5,4-5-star,Just what I was looking for.,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2021-05-25,,5,4-5-star,Great printer,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-12-14,,3,1-2-3-star,Mixed feeling re: HP printer & HP Instant Ink,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-05-02,,1,1-2-3-star,Envy 6055 e Wireless printer,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2021-09-22,,5,4-5-star,It's Pretty Charming,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2022-01-04,,5,4-5-star,HP Envy 6055 All-in-one,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-10-18,,5,4-5-star,Great printer for a great price,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2021-07-31,,5,4-5-star,High Quality,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=4,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-10-18,,5,4-5-star,Great printer for a great price,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2022-01-04,,5,4-5-star,HP Envy 6055 All-in-one,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-02-12,,5,4-5-star,HP ENVY 6055e,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-12-12,,3,1-2-3-star,Bad start printer,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2021-09-22,,5,4-5-star,It's Pretty Charming,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-12-14,,5,4-5-star,Easy to use and good quality.,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2024-02-15,,4,4-5-star,Power button is in the back.,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2021-06-02,,5,4-5-star,HP Envy 6055e All-in-One Printer is a great produc,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
HP ENVY 6052e,No,Vasari Base (Walmart),ENVY,Walmart,Epson - XP-4205,2023-08-06,,1,1-2-3-star,Extremely disappointed!!,,,,,,0,,,,,https://www.walmart.com/reviews/product/435156039?sort=submission-desc&filter=3&page=5,2024-09-18,US,,
